,index,company,date,link,location,sallary,summary,title,text
180,4,"

        Consensys",30+ days ago,https://www.indeed.com/rc/clk?jk=b7dd8c885247be9e&fccid=c3c98aa2beea188e&vjs=3,"New York, NY",,"
Ethereum itself is still a toddler. Demonstrated interest in Ethereum, smart contracts, and/or cryptoeconomics....","
Front-End Engineer, Panvala
","
• Write automated tests that demonstrate that the software functions as expected
• Estimate the amount of work features, bugs, and tasks will take to complete
• Desire to work in a company that strives to operate with minimal hierarchy
• Desire and competence for self-directed work that produces value without needing to be told what is worth doing
• Familiarity with the legal landscape around cryptocurrencies
• The forefront of a revolution. At ConsenSys we fundamentally believe that a next generation of technologies presents the opportunity to create a more just and equitable society.
• A dynamic startup environment. ConsenSys is a thought leader in the blockchain space and we are absorbing a significant portion of the mindshare. This is both exciting and challenging, as we learn to scale our organization while adhering to the principles of decentralization.
• Continuous learning. You'll be constantly exposed to new languages, frameworks and ideas from your peers and as you work on different projects -- challenging you to stay at the top of your game.
• Deep technical challenges. This entire ecosystem is about 10 years old. Ethereum itself is still a toddler. There is much work to be done before these platforms can scale to the order of millions or billions of users. ConsenSys is building the technology platforms that can get us to those next thresholds of scale.

ConsenSys is a venture production studio and the leading technology firm in blockchain globally. We deliver products, solutions and platforms built using blockchain technology to transform how business is done in complex network of buyers, suppliers and consumers.Our teams are busy at work building the future of identity, financial markets, commerce, the music industry, security, and infrastructure, and more. To accomplish this we've built out a flat organizational structure which we call the ConsenSys Mesh: a network of individuals & teams working autonomously and towards the same goal. Our mission is to use these decentralized solutions to fundamentally reshape the economic, social, and political operating systems of the planet. If you are someone that thrives in a fast-paced environment where being self-directed, determined, and resilient are a requirement, we would love for you to join us.ConsenSys Diligence is expanding its efforts on smart contract security ( https://consensys.github.io/smart-contract-best-practices ) to meet the needs of external clients such as 0x, TrueBit, and Aragon, as well as home-grown platforms including uPort ( https://uport.me/ ), Gnosis ( http://gnosis.pm/ ), and Virtue Poker ( https://virtue.poker/ ), and enterprise clients. Our aim is to build the most technically-gifted and engineering-focused blockchain security team.As a developer at ConsenSys Diligence, you will help to develop Panvala ( https://www.panvala.com/ ), a decentralized, token-based system that helps the community mark contracts that meet their safety standards, and issue token grants to fund work that makes Ethereum safer. We believe that Panvala's design can coordinate cooperation at a greater scale than most communities are familiar with. If we're right, your work will show the world how to cooperate in a new way.ResponsibilitiesRequirementsBonus PointsHere are some of the perks of being part of a unique organization like ConsenSys:Click here ( http://bit.ly/2J0PwfB ) for the latest updates from ConsenSys."
181,5,"

        ConsenSys (Remote)",30+ days ago,https://www.indeed.com/rc/clk?jk=662ed94114b93ee9&fccid=c3c98aa2beea188e&vjs=3,"Seattle, WA",,"
Ethereum itself is still a toddler. Demonstrated interest in Ethereum, smart contracts, and/or cryptoeconomics....","
Front-End Engineer, Panvala
","
• Write automated tests that demonstrate that the software functions as expected
• Estimate the amount of work features, bugs, and tasks will take to complete
• Desire to work in a company that strives to operate with minimal hierarchy
• Desire and competence for self-directed work that produces value without needing to be told what is worth doing
• Familiarity with the legal landscape around cryptocurrencies
• The forefront of a revolution. At ConsenSys we fundamentally believe that a next generation of technologies presents the opportunity to create a more just and equitable society.
• A dynamic startup environment. ConsenSys is a thought leader in the blockchain space and we are absorbing a significant portion of the mindshare. This is both exciting and challenging, as we learn to scale our organization while adhering to the principles of decentralization.
• Continuous learning. You'll be constantly exposed to new languages, frameworks and ideas from your peers and as you work on different projects -- challenging you to stay at the top of your game.
• Deep technical challenges. This entire ecosystem is about 10 years old. Ethereum itself is still a toddler. There is much work to be done before these platforms can scale to the order of millions or billions of users. ConsenSys is building the technology platforms that can get us to those next thresholds of scale.

ConsenSys is a venture production studio and the leading technology firm in blockchain globally. We deliver products, solutions and platforms built using blockchain technology to transform how business is done in complex network of buyers, suppliers and consumers.Our teams are busy at work building the future of identity, financial markets, commerce, the music industry, security, and infrastructure, and more. To accomplish this we've built out a flat organizational structure which we call the ConsenSys Mesh: a network of individuals & teams working autonomously and towards the same goal. Our mission is to use these decentralized solutions to fundamentally reshape the economic, social, and political operating systems of the planet. If you are someone that thrives in a fast-paced environment where being self-directed, determined, and resilient are a requirement, we would love for you to join us.ConsenSys Diligence is expanding its efforts on smart contract security ( https://consensys.github.io/smart-contract-best-practices ) to meet the needs of external clients such as 0x, TrueBit, and Aragon, as well as home-grown platforms including uPort ( https://uport.me/ ), Gnosis ( http://gnosis.pm/ ), and Virtue Poker ( https://virtue.poker/ ), and enterprise clients. Our aim is to build the most technically-gifted and engineering-focused blockchain security team.We started our Certifications project to make it easier for users and the Ethereum community to decide which smart contracts meet certain security standards. The only smart contracts worth using are the ones that actually behave the way users expect, and Certifications will help everyone decide which contracts those are.ResponsibilitiesRequirementsBonus PointsHere are some of the perks of being part of a unique organization like ConsenSys:Click here ( http://bit.ly/2J0PwfB ) for the latest updates from ConsenSys."
182,6,"

        Object Computing Inc.",30+ days ago,https://www.indeed.com/rc/clk?jk=183460ec6ebd9fe4&fccid=9c6d53258d26f231&vjs=3,"St. Louis, MO",,"
            Experience with other blockchain platforms (e.g., Ethereum) is not required. OCI (Object Computing, Inc) is growing its development team in St Louis, MO, and is...","
Software Engineer - Blockchain
","OCI (Object Computing, Inc) is growing its development team in St Louis, MO, and is searching for experienced Software Engineers for Blockchain related work who care deeply about quality, sharing knowledge, and building great products. We architect robust and scalable solutions across many technology stacks. ·

We are proud of the culture at OCI where personal growth and sharing of knowledge is integral. Let us know if you are interested in joining our experienced and growing team."
183,7,"

        Omega One",30+ days ago,https://www.indeed.com/rc/clk?jk=8a6f7b6c6e0f2ed7&fccid=70d2e5ca834d83b9&vjs=3,"New York, NY",,"
            Bitcoin, Hyperledger or Ethereum. Strong systems background with experience with Ethereum Virtual Machine. We are seeking a Blockchain Engineer with a strong...","
Blockchain Engineer: Systems Background
","
• High proficiency with client side JavaScript frameworks (preferably React/Redux), server side frameworks (preferably NodeJS), NoSQL databases (preferably MongoDB), and some exposure to relational database concepts
• Ability to integrate with and manage APIs exposing microservices (REST, JSON-RPC), including development and support of Java/JavaScript services
• Experience in or with:
• Blockchain, web and enterprise related technologies such as go-ethereum/Solidity, Node.js, AngularJS, Python, Go, or Rust.
• Low-level application development in C++ or Go
• Translate complex business needs into innovative technical solutions and contribute to product advancement to guarantee solutions are designed for successful deployment
• Develop high quality prototypes, proofs of concept in addition to production‐quality solutions
• Ensure efficient performance and scalability of solutions - optimize applications for maximum speed
• Be available for level 3 support to triage production issues
• Stay current on emerging technologies and participate in Blockchain or cryptocurrency consortiums and industry events

Omega One is accelerating the transformation of our financial system to a world powered by digital assets. By solving the foundational challenges of exchange liquidity, asset security, and market transparency, Omega One is bringing institutional capital into the crypto markets, catalyzing the broader adoption of digital assets. Omega One is the world's most advanced trading platform, providing institutions and serious individual traders with low-cost access to market tools usually reserved for the world's most technically-sophisticated hedge funds: a dark pool, aggregated liquidity, smart order routing, custodial and non-custodial solutions, an advanced signals marketplace, and more, accessed via robust APIs and front-end interfaces that allow for market leading trade execution. Come join alumni from Bridgewater, Goldman Sachs, ConsenSys, Morgan Stanley, NYSE, the SEC, and the CFTC, as Omega One works to fundamentally re-architect our financial system.We are seeking a Blockchain Engineer with a strong systems background and experience with the Ethereum Virtual Machine to help us build our cutting edge cryptocurrency trading platform for highly sophisticated and demanding cryptocurrency traders across the globe. The ideal candidate will be a blockchain expert, with previous experience in a global financial services or fintech firm working on a trading platform and on large scale, high traffic web applications. Ideally you will have experience in or at least a strong personal interest and willingness to learn more about cryptocurrency. The Blockchain Engineer will be working on designing and building cutting edge technology solutions that do not yet exist today.Since we're building the first of its kind cryptocurrency exchange trading platform, we're looking for engineers who are passionate about emerging business & technology models as well as working in a space full of unknowns. This is an excellent opportunity for any engineer seeking to explore new ideas with the team. We need engineers who are enthusiastic and rigorous when tackling new problems, extremely versatile, who thrive in an agile, test-driven development and automated testing environment."
184,8,"
        Hirecoin",30+ days ago,https://www.indeed.com/rc/clk?jk=e11e88c6cb8b0d3e&fccid=e94aa7f0dd86188f&vjs=3,"Raleigh-Durham, NC","
                $140,000 - $150,000 a year","
            1 + year of developing in blockchain using Hyperledger (fabric, composer) and/or Ethereum (solidity). Participate in design, development and implementation of...","
Blockchain Engineer
","7+ years as software developer, 1+ year of BlockchainFull time, permanent / W2No$140K - 150K / year DOEEquity, Bonus, BenefitsSome assistanceC1898DBlockrecruiters.io, the leading blockchain recruiting agency, is seeking a Senior Blockchain Developer for our client, an established, well-funded consulting company that is helping clients use blockchain to disrupt many industries such as Finance, Healthcare, Supply Chain, Transportation, Manufacturing and Retail all across the nation with new avenues internationally.Blockchain is here to stay and our client is helping SMB to Fortune 100 companies understand blockchain and how to incorporate it into their businesses and then will provide the blockchain development expertise to create the solutions. Projects vary from a week to 6 months to over a year.Participate in design, development and implementation of blockchain solutions, specializing in Hyperledger and EthereumPresenting solutions, POCs, and options to clients in a team setting for each project in a consultative environment, traveling to client locations as neededWork in internal and external development teams reporting up to a Project Lead when on assignmentCoach and mentor other members of the development team, growing the collective knowledge and expertise of the group7+ years of software engineering experience (backend and/or fullstack) developing highly reliable, scalable products and servicesMust have 1+ year of coding in node.jsStrong experience with at least one modern coding languages such as Javascript, Python, Java, C++1 + year of developing in blockchain using Hyperledger (fabric, composer) and/or Ethereum (solidity)Experience with SQL and/or NoSQLExperience with golang, chain code, web3.js, Geth, Corda, AWS, Bluemix, Azure, StellarCertifications in blockchain technologiesConsulting experienceGithub with recent blockchain coding sample to viewApply Now"
185,9,"

        Consensys",30+ days ago,https://www.indeed.com/rc/clk?jk=131c0d21a4ad272b&fccid=c3c98aa2beea188e&vjs=3,"New York, NY",,"
Ethereum itself is still a toddler. As a developer at ConsenSys Diligence, you will help to develop Mythril, an open-source security analysis tool for Ethereum...","
Developer - Security Analysis Tools
","
• Improve the existing codebase and develop new features
• Work on our toolsets for developers, auditors
• Brainstorm new use-cases together with our auditors and the community
• You're know about security analysis methods such as static, dynamic and symbolic analysis
• Expertise in Solidity, the EVM, and blockchain is a plus
• You are able to work in a team
• You're able to both give and receive feedback regularly to maintain alignment
• The forefront of a revolution. At ConsenSys we fundamentally believe that a next generation of technologies presents the opportunity to create a more just and equitable society.
• A dynamic startup environment. ConsenSys is a thought leader in the blockchain space and we are absorbing a significant portion of the mindshare. This is both exciting and challenging, as we learn to scale our organization while adhering to the principles of decentralization.
• Continuous learning. You'll be constantly exposed to new languages, frameworks and ideas from your peers and as you work on different projects -- challenging you to stay at the top of your game.
• Deep technical challenges. This entire ecosystem is about 10 years old. Ethereum itself is still a toddler. There is much work to be done before these platforms can scale to the order of millions or billions of users. ConsenSys is building the technology platforms that can get us to those next thresholds of scale.

ConsenSys is a venture production studio and the leading technology firm in blockchain globally. We deliver products, solutions and platforms built using blockchain technology to transform how business is done in complex network of buyers, suppliers and consumers.Our teams are busy at work building the future of identity, financial markets, commerce, the music industry, security, and infrastructure, and more. To accomplish this we've built out a flat organizational structure which we call the ConsenSys Mesh: a network of individuals & teams working autonomously and towards the same goal. Our mission is to use these decentralized solutions to fundamentally reshape the economic, social, and political operating systems of the planet. If you are someone that thrives in a fast-paced environment where being self-directed, determined, and resilient are a requirement, we would love for you to join us.ConsenSys Diligence's mission is to raise the bar for security and engineering best practices in the Ethereum ecosystem and to provide the highest quality audit services and tools available.As a developer at ConsenSys Diligence, you will help to develop Mythril, an open-source security analysis tool for Ethereum smart contracts. Depending on your skills and preferences, you'll contribute to the core security analysis framework, Python and/or NodeJS command line tools, developer tools, or tools for auditors and reverse engineers.Here are some of the perks of being part of a unique organization like ConsenSys:Click here ( http://bit.ly/2J0PwfB ) for the latest updates from ConsenSys."
186,10,"

        Consensys",30+ days ago,https://www.indeed.com/rc/clk?jk=e4d62fc6ccd71434&fccid=c3c98aa2beea188e&vjs=3,"Austin, TX",,"
Ethereum itself is still a toddler. ConsenSys is a venture production studio and the leading technology firm in blockchain globally....","
Smart Contract Engineer, Panvala
","
• Collaborate with designers, front-end engineers, and the rest of the product team
• Contribute to the front-end codebase as needed
• Stay up to date on Solidity best practices
• You are able to work in a team
• You're able to both give and receive feedback regularly to maintain alignment
• The forefront of a revolution. At ConsenSys we fundamentally believe that a next generation of technologies presents the opportunity to create a more just and equitable society.
• A dynamic startup environment. ConsenSys is a thought leader in the blockchain space and we are absorbing a significant portion of the mindshare. This is both exciting and challenging, as we learn to scale our organization while adhering to the principles of decentralization.
• Continuous learning. You'll be constantly exposed to new languages, frameworks and ideas from your peers and as you work on different projects -- challenging you to stay at the top of your game.
• Deep technical challenges. This entire ecosystem is about 10 years old. Ethereum itself is still a toddler. There is much work to be done before these platforms can scale to the order of millions or billions of users. ConsenSys is building the technology platforms that can get us to those next thresholds of scale.

ConsenSys is a venture production studio and the leading technology firm in blockchain globally. We deliver products, solutions and platforms built using blockchain technology to transform how business is done in complex network of buyers, suppliers and consumers.Our teams are busy at work building the future of identity, financial markets, commerce, the music industry, security, and infrastructure, and more. To accomplish this we've built out a flat organizational structure which we call the ConsenSys Mesh: a network of individuals & teams working autonomously and towards the same goal. Our mission is to use these decentralized solutions to fundamentally reshape the economic, social, and political operating systems of the planet. If you are someone that thrives in a fast-paced environment where being self-directed, determined, and resilient are a requirement, we would love for you to join us.ConsenSys Diligence is expanding its efforts on smart contract security ( https://consensys.github.io/smart-contract-best-practices ) to meet the needs of external clients such as 0x, TrueBit, and Aragon, as well as home-grown platforms including uPort ( https://uport.me/ ), Gnosis ( http://gnosis.pm/ ), and Virtue Poker ( https://virtue.poker/ ), and enterprise clients. Our aim is to build the most technically-gifted and engineering-focused blockchain security team.As a developer at ConsenSys Diligence, you will help to develop Panvala ( https://www.panvala.com/ ), a decentralized, token-based system that helps the community mark contracts that meet their safety standards, and issue token grants to fund work that makes Ethereum safer. We believe that Panvala's design can coordinate cooperation at a greater scale than most communities are familiar with. If we're right, your work will show the world how to cooperate in a new way.Here are some of the perks of being part of a unique organization like ConsenSys:ConsenSys is an equal opportunity employer. We encourage people from all backgrounds to apply. We are committed to ensuring that our technology is made available and accessible to everyone. All employment decisions are made without regard to race, color, national origin, ancestry, sex, gender, gender identity or expression, sexual orientation, age, genetic information, religion, disability, medical condition, pregnancy, marital status, family status, veteran status, or any other characteristic protected by law."
187,0,"

        CyberCoders",1 day ago,https://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0CpFJQzrgRR8WqXWK1qKKEqALWJw739KlKqr2H-MSI4epZMf2rqWy1NftZuaZ6NfN2EE2x3H9JzQrKnLXeyf2KzL6j6ia0g4Xv0T2Ed_skqSs_sP1CjjL6axUUGL2UVTkQJ-Zhb2dBim1oBr5qS5L4PzbeiXjCGifegOljcVZEjHgdcykE6D4oaTQ5lehCJWQs6yyTru6d77mIWdtwlXX8RN4ZlhEV62VxrDWYFyV4VguB1VQTDZTBI1dbm5V_rWdhZtK-eJVwopImxjwwfI8DC3PMbTbNegQD_xgIMe_4VEJvpPTgyacG0uDzycjobreDNJlLf_rkKJ6n9UNxpQK7tzL5QnIY76nrKrGr5rYfLzaJUQqTx1cl3_mNtqrKQWjfAw7XwwG67uIDZLt8MAWegYO23T8V-25LBbMnWKS2TJ9Qoy6UlVXIC0fz4f4MUy4peHo9eTExKE-7Oi3dBA0X_PFABXy7xgD7bCx013BP2mqEg4rLCckSpOO8fcqqKFDXOj88mVRrGWjjb00V4J7dYx7Vxr5LjHfDoIYqhsIuH3SlTEIJpifPsDGV3baWKoCA9W4ZGS78MpUBbwuQ3bmVZKcIqaW1rBVsrXHXyIpXxyyt7YbYMiTRkQFpzCBSTKBQNXKxCnAGo3cIU0uBc4RvTba2jGjH-zcI=&vjs=3&p=3&sk=&fvj=0,"Pasadena, CA 91101","
                $160,000 - $200,000 a year","
Ethereum Developer - 100% REMOTE. This is a brand new opening for an Ethereum expert! So, if you are a Ethereum Developer - 100% REMOTE with experience, please...",Ethereum Developer - 100% REMOTE,"We are a fully funded blockchain startup that's looking to change the way that financial corporations communicate. Because of our recent influx of clients, we are looking to expand our development team. We currently have a team of about 50 employees based in Los Angeles - several engineers already work fully remote and we have all the tools for you to do so.

 

 This is a brand new opening for an Ethereum expert! We are hoping you have at least 5+ years of professional development experience on AWS, and at least one year of working professionally with Ethereum.

 

 If you're looking for the flexibility to work from home, apply today!

What You Need for this Position

What's In It for You

So, if you are a Ethereum Developer - 100% REMOTE with experience, please apply today!

Applicants must be authorized to work in the U.S.

All qualified applicants will receive consideration for employment without regard to race, color, religion, sex, national origin, disability, protected veteran status, or any other characteristic protected by law.– In compliance with federal law, all persons hired will be required to verify identity and eligibility to work in the United States and to complete the required employment eligibility verification document form upon hire.CyberCoders will consider for Employment in the City of Los Angeles qualified Applicants with Criminal Histories in a manner consistent with the requirements of the Los Angeles Fair Chance Initiative for Hiring (Ban the Box) Ordinance."
188,1,"

        ConsenSys (Remote)",30+ days ago,https://www.indeed.com/rc/clk?jk=11dffd55a53ca41f&fccid=c3c98aa2beea188e&vjs=3,"New York, NY",,"
Ethereum itself is still a toddler. ConsenSys is a venture production studio and the leading technology firm in blockchain globally....","
Smart Contract Engineer, Panvala
","
• Collaborate with designers, front-end engineers, and the rest of the product team
• Contribute to the front-end codebase as needed
• Stay up to date on Solidity best practices
• You are able to work in a team
• You're able to both give and receive feedback regularly to maintain alignment
• The forefront of a revolution. At ConsenSys we fundamentally believe that a next generation of technologies presents the opportunity to create a more just and equitable society.
• A dynamic startup environment. ConsenSys is a thought leader in the blockchain space and we are absorbing a significant portion of the mindshare. This is both exciting and challenging, as we learn to scale our organization while adhering to the principles of decentralization.
• Continuous learning. You'll be constantly exposed to new languages, frameworks and ideas from your peers and as you work on different projects -- challenging you to stay at the top of your game.
• Deep technical challenges. This entire ecosystem is about 10 years old. Ethereum itself is still a toddler. There is much work to be done before these platforms can scale to the order of millions or billions of users. ConsenSys is building the technology platforms that can get us to those next thresholds of scale.

ConsenSys is a venture production studio and the leading technology firm in blockchain globally. We deliver products, solutions and platforms built using blockchain technology to transform how business is done in complex network of buyers, suppliers and consumers.Our teams are busy at work building the future of identity, financial markets, commerce, the music industry, security, and infrastructure, and more. To accomplish this we've built out a flat organizational structure which we call the ConsenSys Mesh: a network of individuals & teams working autonomously and towards the same goal. Our mission is to use these decentralized solutions to fundamentally reshape the economic, social, and political operating systems of the planet. If you are someone that thrives in a fast-paced environment where being self-directed, determined, and resilient are a requirement, we would love for you to join us.ConsenSys Diligence is expanding its efforts on smart contract security ( https://consensys.github.io/smart-contract-best-practices ) to meet the needs of external clients such as 0x, TrueBit, and Aragon, as well as home-grown platforms including uPort ( https://uport.me/ ), Gnosis ( http://gnosis.pm/ ), and Virtue Poker ( https://virtue.poker/ ), and enterprise clients. Our aim is to build the most technically-gifted and engineering-focused blockchain security team.As a developer at ConsenSys Diligence, you will help to develop Panvala ( https://www.panvala.com/ ), a decentralized, token-based system that helps the community mark contracts that meet their safety standards, and issue token grants to fund work that makes Ethereum safer. We believe that Panvala's design can coordinate cooperation at a greater scale than most communities are familiar with. If we're right, your work will show the world how to cooperate in a new way.Here are some of the perks of being part of a unique organization like ConsenSys:ConsenSys is an equal opportunity employer. We encourage people from all backgrounds to apply. We are committed to ensuring that our technology is made available and accessible to everyone. All employment decisions are made without regard to race, color, national origin, ancestry, sex, gender, gender identity or expression, sexual orientation, age, genetic information, religion, disability, medical condition, pregnancy, marital status, family status, veteran status, or any other characteristic protected by law."
189,2,"

        Consensys",30+ days ago,https://www.indeed.com/rc/clk?jk=913edbf50f5f929b&fccid=c3c98aa2beea188e&vjs=3,"Brooklyn, NY",,"
            Develop Ethereum smart contracts in Solidity. Experience in developing Dapps that communicate with the Ethereum blockchain....","
Frontend and Dapp Engineer, MythX
","
• Help build the smart contract and Dapp development squad
• Experience in developing Dapps that communicate with the Ethereum blockchain
• Experience with Mocha, Chai, Git, Slack, Jira, Jenkins, and other software development tools
• Self starter with the ability to define and run with tasks with minimal oversight
• Experience of full-stack development, especially with Angular and Node, is an advantage.
• Experience of incident and problem resolution in production environments.
• A dynamic startup environment. ConsenSys is a leader with vision in the blockchain space and we are absorbing a significant portion of the attention. This is both exciting and challenging, as we learn to scale our organization while adhering to the principles of decentralization.
• Decentralized culture. We offer a new way of structuring an organization: holacratic (non-hierarchical) meaning you are free from hierarchical restraints, working in an environment that truly encourages all levels of collaboration.
• Global reach. Connect with brilliant minds across 6 continents as we continue to grow and build a diversified culture.
• The forefront of a revolution. At ConsenSys we fundamentally believe that the next generation of technology presents an opportunity to craft a more just and equitable society.
• Continuous learning. You'll be constantly exposed to new languages, frameworks and ideas from your peers and as you work on different projects -- challenging you to stay at the top of your game.
• Deep technical challenges. The entire ecosystem is about 10 years old. Ethereum itself is still a toddler. For these platforms to scale to the order of millions or billions of users we have much work ahead. The team at ConsenSys is building technology platforms that can get us to those next thresholds of scale.
• Entrepreneurial opportunities. We are always encouraging our community to push the boundaries with innovative dApps.

ConsenSys is a venture production studio and the leading technology firm in blockchain globally.Our teams are busy at work building the future of identity, financial markets, commerce, the music industry, security, infrastructure, and more. To accomplish this we've built out a flat organizational structure which we call the ConsenSys Mesh: a network of individuals & teams working autonomously towards the same goal. Our mission is to use these decentralized solutions to fundamentally reshape the economic, social, and political operating systems of the planet.About MythXMythX Platform is a SaaS solution that brings advanced security analysis directly into smart contract development environments and build pipelines. It introduces a novel usage-based tokenized license system ( https://mythril.ai/files/whitepaper.pdf ). The smart contract and Dapp developer works with our team and partners to develop, test and deploy the blockchain components of the Mythril Platform system as well as the customer-facing subscription Dapp.Perks of the MeshOpportunities for the Decentralized FutureConsenSys is an equal opportunity employer. We encourage people from all backgrounds to apply. We are committed to ensuring that our technology is made available and accessible to everyone. All employment decisions are made without regard to race, color, national origin, ancestry, sex, gender, gender identity or expression, sexual orientation, age, genetic information, religion, disability, medical condition, pregnancy, marital status, family status, veteran status, or any other characteristic protected by law."
190,3,"

        Consensys",30+ days ago,https://www.indeed.com/rc/clk?jk=e4d62fc6ccd71434&fccid=c3c98aa2beea188e&vjs=3,"Austin, TX",,"
Ethereum itself is still a toddler. ConsenSys is a venture production studio and the leading technology firm in blockchain globally....","
Smart Contract Engineer, Panvala
","
• Collaborate with designers, front-end engineers, and the rest of the product team
• Contribute to the front-end codebase as needed
• Stay up to date on Solidity best practices
• You are able to work in a team
• You're able to both give and receive feedback regularly to maintain alignment
• The forefront of a revolution. At ConsenSys we fundamentally believe that a next generation of technologies presents the opportunity to create a more just and equitable society.
• A dynamic startup environment. ConsenSys is a thought leader in the blockchain space and we are absorbing a significant portion of the mindshare. This is both exciting and challenging, as we learn to scale our organization while adhering to the principles of decentralization.
• Continuous learning. You'll be constantly exposed to new languages, frameworks and ideas from your peers and as you work on different projects -- challenging you to stay at the top of your game.
• Deep technical challenges. This entire ecosystem is about 10 years old. Ethereum itself is still a toddler. There is much work to be done before these platforms can scale to the order of millions or billions of users. ConsenSys is building the technology platforms that can get us to those next thresholds of scale.

ConsenSys is a venture production studio and the leading technology firm in blockchain globally. We deliver products, solutions and platforms built using blockchain technology to transform how business is done in complex network of buyers, suppliers and consumers.Our teams are busy at work building the future of identity, financial markets, commerce, the music industry, security, and infrastructure, and more. To accomplish this we've built out a flat organizational structure which we call the ConsenSys Mesh: a network of individuals & teams working autonomously and towards the same goal. Our mission is to use these decentralized solutions to fundamentally reshape the economic, social, and political operating systems of the planet. If you are someone that thrives in a fast-paced environment where being self-directed, determined, and resilient are a requirement, we would love for you to join us.ConsenSys Diligence is expanding its efforts on smart contract security ( https://consensys.github.io/smart-contract-best-practices ) to meet the needs of external clients such as 0x, TrueBit, and Aragon, as well as home-grown platforms including uPort ( https://uport.me/ ), Gnosis ( http://gnosis.pm/ ), and Virtue Poker ( https://virtue.poker/ ), and enterprise clients. Our aim is to build the most technically-gifted and engineering-focused blockchain security team.As a developer at ConsenSys Diligence, you will help to develop Panvala ( https://www.panvala.com/ ), a decentralized, token-based system that helps the community mark contracts that meet their safety standards, and issue token grants to fund work that makes Ethereum safer. We believe that Panvala's design can coordinate cooperation at a greater scale than most communities are familiar with. If we're right, your work will show the world how to cooperate in a new way.Here are some of the perks of being part of a unique organization like ConsenSys:ConsenSys is an equal opportunity employer. We encourage people from all backgrounds to apply. We are committed to ensuring that our technology is made available and accessible to everyone. All employment decisions are made without regard to race, color, national origin, ancestry, sex, gender, gender identity or expression, sexual orientation, age, genetic information, religion, disability, medical condition, pregnancy, marital status, family status, veteran status, or any other characteristic protected by law."
191,4,"

        Consensys",30+ days ago,https://www.indeed.com/rc/clk?jk=4d0803aa75b512b1&fccid=c3c98aa2beea188e&vjs=3,"San Francisco, CA",,"
Ethereum itself is still a toddler. Interest in new technology, Blockchain, and/or Ethereum. An understanding of the Blockchain and Ethereum ecosystem, with an...","
Senior Technical Recruiter
","
• Diligence provides Security Services, Tools and Best Practices for the Ethereum Ecosystem with a team of blockchain experts around the globe.
• Diligence is expanding to an elite team of researchers and engineers that are passionate to build up the ecosystem.
• Partnering closely with hiring managers and owning all aspects of recruiting process: defining jobs and specs, sourcing, screening, running the recruiting process, negotiating and closing
• Becoming quickly immersed into the culture and business needs of ConsenSys
• Owning special projects as they arise, offering unique opportunities for leadership development and growth
• This could be campus recruiting, assessment of new recruiting services / technologies, creating and implementing development and rotational programs, cross-functional projects, etc.
• Maintaining a high level of industry awareness, understanding the startup, tech, and Ethereum/Blockchain landscape to keep tabs on emerging and transitioning businesses, industry news, competitive analysis, etc.
• Full cycle recruiting experience and a track record of hiring elite engineering and research talent
• Self-confident, self-motivated and highly-organized with a strong sense of personal accountability
• Ability to focus on the details, but also understand the bigger picture
• A willingness to help out where needed - regardless of the scope of your role
• An understanding of the Blockchain and Ethereum ecosystem, with an interest and curiosity to learn more
• A dynamic startup environment. ConsenSys is a leader with vision in the blockchain space and we are absorbing a significant portion of the attention. This is both exciting and challenging, as we learn to scale our organization while adhering to the principles of decentralization.
• Decentralized culture. We offer a new way of structuring an organization: holacratic (non-hierarchical) meaning you are free from hierarchical restraints, working in an environment that truly encourages all levels of collaboration.
• Global reach. Connect with brilliant minds across 6 continents as we continue to grow and build a diversified culture.
• The forefront of a revolution. At ConsenSys we fundamentally believe that the next generation of technology presents an opportunity to craft a more just and equitable society.
• Continuous learning. You'll be constantly exposed to new languages, frameworks and ideas from your peers and as you work on different projects -- challenging you to stay at the top of your game.
• Deep technical challenges. The entire ecosystem is about 10 years old. Ethereum itself is still a toddler. For these platforms to scale to the order of millions or billions of users we have much work ahead. The team at ConsenSys is building technology platforms that can get us to those next thresholds of scale.
• Entrepreneurial opportunities. We are always encouraging our community to push the boundaries with innovative dApps.

ConsenSys is a venture production studio and the leading technology firm in blockchain globally.Our teams are busy at work building the future of identity, financial markets, commerce, the music industry, security, infrastructure, and more. To accomplish this we've built out a flat organizational structure which we call the ConsenSys Mesh: a network of individuals & teams working autonomously towards the same goal. Our mission is to use these decentralized solutions to fundamentally reshape the economic, social, and political operating systems of the planet.ConsenSys is seeking a technical recruiter with proven experience in the companies that are most successful at hiring top engineering talent. At least 2 companies, ~4 years each is ideal. The role starts out with you, but you will also hire the recruiters needed to keep ConsenSys growing as a great technology company.A day in the life of a Technical RecruiterPerks of the MeshOpportunities for the Decentralized FutureConsenSys is an equal opportunity employer. We encourage people from all backgrounds to apply. We are committed to ensuring that our technology is made available and accessible to everyone. All employment decisions are made without regard to race, color, national origin, ancestry, sex, gender, gender identity or expression, sexual orientation, age, genetic information, religion, disability, medical condition, pregnancy, marital status, family status, veteran status, or any other characteristic protected by law."
